mention_week,median_tone,median_impact,mentions_count
2024-02-26,-12.0915032679739,-10.0,22
2024-02-26,-12.7049180327869,-10.0,26
2024-02-26,-2.73972602739726,-2.0,9
2024-02-26,-10.3305785123967,-10.0,35
2024-02-26,-4.296875,-10.0,8
2024-02-26,-10.4508196721311,-2.0,22
2024-02-26,-6.75675675675675,-10.0,8
2024-02-26,-10.6508875739645,-10.0,6
2024-02-26,-6.44391408114558,-7.2,9
2024-02-26,-7.96178343949044,-10.0,6
2024-02-26,-5.06535947712418,-10.0,13
2024-02-26,-10.4508196721311,-10.0,148
2024-02-26,-4.70737913486005,-8.0,8
2024-02-26,-10.3305785123967,-2.0,6
2024-02-26,-6.65499124343257,-10.0,12
2024-02-26,-6.09756097560974,-9.0,8
2024-02-26,-6.65557404326123,-9.0,41
2024-02-26,-12.4183006535948,-2.0,7
2024-02-26,-6.65557404326123,-9.0,11
2024-02-26,-5.49738219895288,-7.2,7
2024-02-26,-7.72200772200773,-5.0,18
2024-02-26,-8.71710526315789,-10.0,25
2024-02-26,-8.0074487895717,-10.0,11
2024-02-26,-10.0418410041841,-10.0,23
2024-02-26,-12.4,-10.0,10
2024-02-26,-3.59281437125748,-10.0,15
2024-02-26,-6.65557404326123,-10.0,8
2024-02-26,-11.400651465798,-10.0,11
2024-02-26,-10.0946372239747,-9.5,22
2024-02-26,-5.84415584415585,-10.0,18
2024-02-26,-8.0074487895717,-10.0,21
2024-02-26,-8.71710526315789,-10.0,41
2024-02-26,-7.19424460431655,-10.0,8
2024-02-26,-9.46502057613173,-10.0,25
2024-02-26,-4.36681222707424,-10.0,16
2024-02-26,-9.0545938748336,-10.0,13
2024-02-26,-6.44391408114558,-9.0,7
2024-02-26,-6.51465798045602,-10.0,9
2024-02-26,-10.3333333333334,-10.0,29
2024-02-26,-10.3092783505155,-10.0,23
2024-02-26,-12.0915032679739,-9.0,14
2024-02-26,-5.49738219895288,-7.2,14
2024-02-26,-11.5079365079365,-10.0,6
2024-02-26,-2.73972602739726,-8.0,9
2024-02-26,-9.11680911680911,-10.0,8
2024-02-26,-6.65557404326123,-9.0,14
2024-02-26,-9.11680911680911,-10.0,7
2024-02-19,-2.10280373831775,-5.8,15
2024-02-19,0.0,-5.0,8
2024-02-19,-1.82648401826484,-5.8,15
2024-02-19,-1.29310344827586,-5.0,71
2024-02-19,-2.10280373831775,-5.8,8
2024-02-19,-1.85185185185186,-5.8,18
2024-02-19,-1.30813953488373,-5.8,21
2024-02-19,-1.01522842639594,-10.0,8
2024-02-19,-2.0671834625323,-4.4,30
2024-02-19,-1.82232346241458,-8.0,8
2024-02-19,-8.22784810126578,-10.0,52
2024-02-19,-6.38297872340425,-8.0,15
2024-02-19,-12.1405750798723,-9.5,6
2024-02-19,-4.46428571428572,-5.0,6
2024-02-19,-5.58356676003735,-9.0,9
2024-02-19,-2.76073619631902,-8.0,12
2024-02-19,-1.24223602484472,-10.0,6
2024-02-19,-5.54016620498615,-10.0,6
2024-02-19,-6.38297872340425,-8.0,12
2024-02-19,-2.76073619631902,-8.0,17
2024-02-19,-8.125,-10.0,8
2024-02-19,-1.91518467852258,-5.8,9
2024-02-19,-8.20189274447952,-10.0,24
2024-02-19,-1.91518467852258,-5.8,10
2024-02-19,-6.26865671641791,-8.0,18
2024-02-19,-1.85185185185186,-5.8,17
2024-02-19,-8.90207715133533,-10.0,7
2024-02-19,-2.0671834625323,-4.4,56
2024-02-19,-10.6017191977077,-9.0,16
2024-02-19,-1.29310344827586,-5.0,71
2024-02-19,-2.0671834625323,-4.4,54
2024-02-19,-2.35756385068762,-8.0,23
2024-02-19,-1.29310344827586,-5.0,48
