mention_week,median_tone,median_impact,mentions_count
2022-07-11,-3.10077519379845,-4.0,6
2022-07-11,-2.64900662251655,-4.0,6
2022-07-11,-6.06060606060606,-4.0,13
2022-07-11,-1.47058823529412,-4.0,9
2022-07-11,-0.42016806722689,-4.4,37
2022-07-11,-2.23463687150838,-6.5,9
2022-07-11,0.0,-5.0,252
2022-07-11,-2.71940667490729,-4.0,9
2022-07-11,-2.82485875706215,-4.0,6
2022-07-11,-1.01626016260162,-4.0,15
2022-07-11,-4.09556313993174,-4.0,23
2022-07-11,-1.0989010989011,-4.0,11
2022-07-11,-2.58780036968576,-4.0,14
2022-07-11,-1.0,-4.0,7
2022-07-11,-5.26315789473685,-9.0,7
2022-07-11,-2.088772845953,-4.0,92
2022-07-11,1.60965794768612,-2.0,9
2022-07-11,-1.54867256637168,-5.0,488
2022-07-11,0.0,-4.0,16
2022-07-11,0.42016806722689,-4.0,6
2022-07-11,-0.77821011673152,-10.0,7
2022-07-11,-1.49253731343284,-4.0,17
2022-07-11,-2.63620386643233,-2.0,8
2022-07-11,-1.2012012012012,-4.0,20
2022-07-11,-1.69050715214564,-4.0,14
2022-07-11,-1.02564102564102,-5.0,303
2022-07-11,-2.38663484486873,-4.4,29
2022-07-11,-4.65116279069767,-5.0,213
2022-07-11,-0.70175438596492,-4.0,21
2022-07-11,-0.9771986970684,-4.0,10
2022-07-11,-0.58997050147493,-4.0,17
2022-07-11,-5.47703180212014,-5.0,18
2022-07-11,-2.69151138716356,-5.0,42
2022-07-11,-2.51256281407035,-9.5,9
2022-07-11,-1.68302945301543,-5.0,6
2022-07-11,-2.41691842900302,-4.0,7
