mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events
2025-02-24,United Kingdom,Europe,14583,5762
2025-03-03,United States,North America,108492,47465
2025-03-03,Ukraine,Europe,38475,18353
2025-03-03,Israel,Asia,31011,13402
2025-03-03,Russia,Europe,30284,15436
2025-03-03,Syria,Asia,21141,7899
2025-03-10,United States,North America,112630,48759
2025-03-10,Russia,Europe,37261,17467
2025-03-10,Israel,Asia,37097,14886
2025-03-10,Ukraine,Europe,27400,14357
2025-03-10,United Kingdom,Europe,17624,6285
2025-03-17,United States,North America,121234,51288
2025-03-17,Israel,Asia,88954,27041
2025-03-17,Russia,Europe,25740,13626
2025-03-17,Ukraine,Europe,23203,12231
2025-03-17,United Kingdom,Europe,19325,6547
2025-03-24,United States,North America,111271,48140
2025-03-24,Israel,Asia,46501,21517
2025-03-24,Russia,Europe,25049,13007
2025-03-24,Ukraine,Europe,21051,10797
2025-03-24,Turkey,Asia,17625,7250
2025-03-31,United States,North America,105651,44560
2025-03-31,Israel,Asia,39870,18617
2025-03-31,Russia,Europe,22259,11397
2025-03-31,United Kingdom,Europe,18278,6063
2025-03-31,Ukraine,Europe,17079,8514
2025-04-07,United States,North America,114565,45389
2025-04-07,Israel,Asia,40676,17523
2025-04-07,Russia,Europe,22183,12192
2025-04-07,United Kingdom,Europe,17422,6340
2025-04-07,Ukraine,Europe,17243,9623
2025-04-14,United States,North America,134922,51489
2025-04-14,Israel,Asia,38791,16205
2025-04-14,Russia,Europe,26850,14507
2025-04-14,Ukraine,Europe,20525,11316
2025-04-14,United Kingdom,Europe,13988,5559
2025-04-21,United States,North America,116906,47644
2025-04-21,India,Asia,31516,18326
2025-04-21,Russia,Europe,29394,14221
2025-04-21,Israel,Asia,27259,13648
2025-04-21,Ukraine,Europe,26256,12405
2025-04-28,United States,North America,108420,45573
2025-04-28,Israel,Asia,38754,16307
2025-04-28,Russia,Europe,19603,11502
2025-04-28,Ukraine,Europe,17537,9377
2025-04-28,India,Asia,17474,11587
2025-05-05,United States,North America,106577,44881
2025-05-05,Pakistan,Asia,55565,25042
2025-05-05,India,Asia,44072,23305
2025-05-05,Israel,Asia,37324,17163
2025-05-05,Russia,Europe,25020,13085
2025-05-12,United States,North America,105422,43857
2025-05-12,Israel,Asia,46379,18620
2025-05-12,Russia,Europe,21170,11711
2025-05-12,Ukraine,Europe,16272,8608
2025-05-12,India,Asia,16053,10757
2025-05-19,United States,North America,119232,49510
2025-05-19,Israel,Asia,68367,27917
2025-05-19,Russia,Europe,27305,13803
2025-05-19,Ukraine,Europe,25164,11166
2025-05-19,United Kingdom,Europe,13905,6409
2025-05-26,United States,North America,105730,41240
2025-05-26,Israel,Asia,49715,21164
2025-05-26,Russia,Europe,30269,15570
2025-05-26,Ukraine,Europe,26599,12619
2025-05-26,United Kingdom,Europe,10823,5516
2025-06-02,United States,North America,144758,52207
2025-06-02,Israel,Asia,54817,19681
2025-06-02,Russia,Europe,35269,16682
2025-06-02,Ukraine,Europe,33167,14644
2025-06-02,United Kingdom,Europe,13946,6234
2025-06-09,United States,North America,162137,58505
2025-06-09,Israel,Asia,77749,29696
2025-06-09,Iran,Asia,48715,18362
2025-06-09,United Kingdom,Europe,22690,6475
2025-06-09,Russia,Europe,16919,9155
2025-06-30,United States,North America,61909,26050
2025-06-30,Israel,Asia,34157,13514
2025-06-30,Russia,Europe,19974,9999
2025-06-30,Ukraine,Europe,19002,8402
2025-06-30,United Kingdom,Europe,9258,3662
2025-07-07,United States,North America,101215,42982
2025-07-07,Israel,Asia,48312,20374
2025-07-07,Russia,Europe,25641,13433
2025-07-07,Ukraine,Europe,24744,11298
2025-07-07,United Kingdom,Europe,13640,5535
2025-07-14,United States,North America,109575,44492
2025-07-14,Israel,Asia,47796,21629
2025-07-14,Syria,Asia,32157,12905
2025-07-14,Russia,Europe,20784,11521
2025-07-14,United Kingdom,Europe,17858,6398
2025-07-21,United States,North America,123787,45962
2025-07-21,Israel,Asia,47892,19148
2025-07-21,United Kingdom,Europe,21851,6669
2025-07-21,Russia,Europe,20792,10899
2025-07-21,Thailand,Asia,17726,6783
2025-07-28,United States,North America,109305,43505
2025-07-28,Israel,Asia,41250,18668
2025-07-28,Russia,Europe,24036,12652
2025-07-28,Ukraine,Europe,18887,8983
2025-07-28,United Kingdom,Europe,15447,5851
2025-08-04,United States,North America,126383,46136
2025-08-04,Israel,Asia,53081,18582
2025-08-04,Russia,Europe,24529,11757
2025-08-04,United Kingdom,Europe,20965,6649
2025-08-04,Ukraine,Europe,16339,8447
2025-08-11,United States,North America,116589,46370
2025-08-11,Israel,Asia,47127,19864
2025-08-11,Russia,Europe,21355,12012
2025-08-11,Ukraine,Europe,18629,9854
2025-08-11,United Kingdom,Europe,15345,5952
2025-08-18,United States,North America,123174,47977
2025-08-18,Israel,Asia,44297,18851
2025-08-18,Russia,Europe,24642,13380
2025-08-18,Ukraine,Europe,23292,11972
2025-08-18,United Kingdom,Europe,16730,5991
2025-08-25,United States,North America,134019,48632
2025-08-25,Israel,Asia,68859,25063
2025-08-25,Ukraine,Europe,24706,12231
2025-08-25,Russia,Europe,23982,12317
2025-08-25,Australia,Oceania,18202,4080
2025-09-01,United States,North America,109914,45058
2025-09-01,Israel,Asia,40986,18406
2025-09-01,Ukraine,Europe,20325,9840
2025-09-01,Russia,Europe,18245,10319
2025-09-01,United Kingdom,Europe,16039,6448
2025-09-08,United States,North America,188561,64124
2025-09-08,Israel,Asia,58288,26984
2025-09-08,Russia,Europe,32298,16557
2025-09-08,Ukraine,Europe,22734,11537
2025-09-08,Nepal,Asia,20897,7628
2025-09-15,United States,North America,166851,56640
2025-09-15,Israel,Asia,54209,23744
2025-09-15,Russia,Europe,23448,13326
2025-09-15,United Kingdom,Europe,17220,7179
2025-09-15,Ukraine,Europe,14422,8316
2025-09-22,United States,North America,132185,47920
2025-09-22,Israel,Asia,42383,19662
2025-09-22,Russia,Europe,28095,14363
2025-09-22,Ukraine,Europe,17413,8548
2025-09-22,United Kingdom,Europe,14105,5199
2025-09-29,United States,North America,126711,46046
2025-09-29,Israel,Asia,53927,21906
2025-09-29,United Kingdom,Europe,22924,8292
2025-09-29,Russia,Europe,18933,10972
2025-09-29,Ukraine,Europe,13721,8363
2025-10-06,United States,North America,124899,46730
2025-10-06,Israel,Asia,63441,25801
2025-10-06,Russia,Europe,17158,9863
2025-10-06,United Kingdom,Europe,16651,5439
2025-10-06,Ukraine,Europe,12177,7241
2025-10-13,United States,North America,104384,43143
2025-10-13,Israel,Asia,69492,24620
2025-10-13,Russia,Europe,18048,10276
2025-10-13,United Kingdom,Europe,15533,5404
2025-10-13,Ukraine,Europe,14544,8049
2025-10-20,United States,North America,110688,44241
2025-10-20,Israel,Asia,33363,15061
2025-10-20,Russia,Europe,28392,15347
2025-10-20,United Kingdom,Europe,25136,6653
2025-10-20,Ukraine,Europe,18797,9798
2025-10-27,United States,North America,98363,42002
2025-10-27,Israel,Asia,34388,15503
2025-10-27,United Kingdom,Europe,19712,6934
2025-10-27,Russia,Europe,19632,11989
2025-10-27,Ukraine,Europe,14937,8562
2025-11-03,United States,North America,97751,39960
2025-11-03,Israel,Asia,26184,13446
2025-11-03,Russia,Europe,17952,10161
2025-11-03,United Kingdom,Europe,15862,5883
2025-11-03,Ukraine,Europe,14093,7646
2025-11-10,United States,North America,94791,37883
2025-11-10,Israel,Asia,20307,11256
2025-11-10,Russia,Europe,16214,9924
2025-11-10,United Kingdom,Europe,14625,5624
2025-11-10,India,Asia,13689,8946
2025-11-17,United States,North America,104897,41002
2025-11-17,Israel,Asia,30301,13954
2025-11-17,Russia,Europe,20350,11824
2025-11-17,Ukraine,Europe,17464,9859
2025-11-17,Nigeria,Africa,15335,9050
2025-11-24,United States,North America,97162,36307
2025-11-24,Israel,Asia,29073,12818
2025-11-24,Russia,Europe,19048,10859
2025-11-24,Ukraine,Europe,16915,8819
2025-11-24,United Kingdom,Europe,10791,4787
2025-12-01,United States,North America,109253,39559
2025-12-01,Israel,Asia,22029,11396
2025-12-01,Russia,Europe,19720,11466
2025-12-01,Ukraine,Europe,15655,8234
2025-12-01,United Kingdom,Europe,11132,4651
2025-12-08,United States,North America,104914,40834
2025-12-08,Australia,Oceania,34977,6899
2025-12-08,Russia,Europe,18345,10304
2025-12-08,Ukraine,Europe,17566,8020
2025-12-08,Israel,Asia,17057,9641
2025-12-15,United States,North America,127518,46901
2025-12-15,Australia,Oceania,60920,13520
2025-12-15,Israel,Asia,18474,9306
2025-12-15,Russia,Europe,17561,10109
2025-12-15,United Kingdom,Europe,16990,4878
2025-12-22,United States,North America,64123,29995
2025-12-22,Russia,Europe,24299,12100
2025-12-22,Israel,Asia,20978,10240
2025-12-22,Ukraine,Europe,17974,8984
2025-12-22,United Kingdom,Europe,14598,4518
2025-12-29,United States,North America,87671,35061
2025-12-29,Venezuela,South America,40031,12370
2025-12-29,Ukraine,Europe,17883,9461
2025-12-29,Russia,Europe,16614,9520
2025-12-29,Israel,Asia,15096,7689
2026-01-05,United States,North America,136947,52653
2026-01-05,Venezuela,South America,40249,17760
2026-01-05,Iran,Asia,17571,6876
2026-01-05,Russia,Europe,15155,8485
2026-01-05,Ukraine,Europe,15144,7728
2026-01-12,United States,North America,113405,46503
2026-01-12,Iran,Asia,29633,13666
2026-01-12,United Kingdom,Europe,14819,5353
2026-01-12,Israel,Asia,14695,8099
2026-01-12,Venezuela,South America,13742,5518
